ID,MH112,SX28,MH116,SX38,SX138,SX29,SX31,SX30,SX100,SX88,SX83,MH117,MH118,SX12,SX98,SX101,SX34,SX7,SX16,SX103,SX79,SX93,SX35,SX54,SX104,SX74,SX78,MH108,SX6,SX62,SX75,SX69,SX49,MH113,SX52,SX59,SX86,SX96,SX32,MH133,SX42,SX56,MH114,SX73,SX8,SX45,MH125,SX50,SX47,SX10,SX55,MH110,SX27,MH119,SX97,SX94,SX60,SX3,SX61,SX36,SX91,MH126,SX23,SX43,SX44,SX137,MH111,MH106,SX89,SX2,SX58,MH121,SX80,SX95,SX64,SX66,SX4,SX63,MH132,MH127,SX85,MH128,SX41,SX39,SX37,MH122,MH107,SX13,SX77,SX65,SX90,SX76,SX102,MH131,MH120,MH130,MH115,SX53,SX40,SX67,MH124,SX1,SX33,SX99,SX57,SX9,SX92,SX5,MH109,MH129,SX82,SX142,SX68,SX84,SX87,SX17,SX81,SX46,SX135,SX48,SX139,SX71,SX141,SX70,SX136,SX19,SX26,SX24,SX14,SX18,SX25,SX20,SX51,SX22
OTU1,287,16473,24645,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU100,33,3,0,0,0,3,1,1,54,57,0,4,0,16,126,10,0,9,18,9,764,90,0,47,0,0,24,0,0,13,117,20,103,33,9,29,17,156,0,3,2,7,25,0,63,0,0,44,9,15,7,18,0,0,92,6,178,18,0,0,19,10,80,10,7,195,4,0,38,39,0,82,25,6,104,7,31,3,1,3,24,3,2,0,0,0,5,15,57,120,25,0,69,54,3,98,0,0,28,1,296,87,0,6,0,90,14,7,184,10,36,127,17,160,35,0,195,324,0,0,197,0,3,6,0,0,0,0,1,0,0,0,0,0
OTU101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU106,24,1,0,0,3,11,0,0,14,0,1,0,0,0,15,15,0,17,7,2,0,10,1,2,0,0,3,0,0,2,1,1,28,9,1,33,24,8,0,1,0,6,35,1,4,27,16,37,2,1,17,35,0,15,29,1,0,2,1,6,0,28,4,90,11,0,5,6,3,0,0,9,1,12,7,4,25,6,7,6,143,91,19,0,0,0,0,3,0,7,0,1,13,8,12,1,0,0,4,0,0,2,1,9,0,0,2,1,0,0,2,1,5,2,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0
OTU107,5,15,0,11,38,4,0,0,5,2,123,0,0,65,7,38,5,97,62,25,0,20,1,87,18,33,64,5,1,0,133,39,91,26,2,6,91,44,30,17,0,5,12,0,11,5,1,32,25,58,59,16,0,18,34,75,18,7,211,14,25,19,60,8,55,0,2,3,31,2,0,38,19,10,11,57,21,14,18,26,9,13,16,0,7,104,21,83,77,40,20,0,70,75,13,67,0,1,13,2,62,63,0,35,0,96,29,73,93,17,36,26,26,25,30,59,67,4,0,3,7,2,39,0,0,0,0,14,0,0,0,0,0,0
OTU108,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU109,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU110,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU113,0,0,0,0,0,31,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,1,12,0,0,0,0,0,1,0,43,87,3,0,0,0,0,0,0,0,0,53,26,17,4,0,0,0,11,73,0,0,2,8,0,23,0,14,0,16,1,0,0,1,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,11,2,0,0,3,0,0,0,68,3,0,1,3,29,0,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0
OTU114,10,11,0,4,0,16,0,0,14,0,0,0,0,0,1,0,3,0,1,3,0,0,5,0,0,0,3,0,1,0,0,1,2,0,8,5,0,0,0,0,0,2,12,0,8,14,15,4,0,0,0,20,1,2,0,6,0,0,4,7,1,6,0,0,1,9,5,7,0,3,4,1,2,9,7,0,6,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU115,2,9,0,0,0,2,1,0,29,0,1,0,0,19,39,13,1,4,39,20,1,4,0,5,0,0,0,0,0,0,11,2,6,12,2,1,6,22,0,0,0,2,1,0,0,2,0,7,4,0,3,1,0,0,8,27,1,0,1,2,1,9,8,9,0,9,4,0,1,2,0,10,16,1,20,2,25,0,0,7,4,0,0,0,0,0,1,8,30,1,20,0,24,4,1,1,0,1,1,7,0,21,0,3,0,12,1,15,10,13,2,2,0,22,55,27,12,23,0,0,1,0,4,0,0,0,0,0,11,0,0,0,0,0
OTU116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU120,307,741,0,326,1,199,2953,1,271,768,1243,2,0,706,2331,2767,768,537,697,4539,2047,1101,0,4421,285,1038,454,4,0,28,1421,569,3575,1918,0,188,857,1680,0,5,659,344,776,0,541,52,30,1426,1502,249,973,28,0,163,2846,1093,251,572,116,290,830,530,1338,564,466,459,137,0,577,582,0,2860,721,54,11,805,232,83,12,3763,338,33,95,0,0,0,0,1144,2081,1516,3419,0,830,432,232,1632,0,1093,383,1385,12,806,0,2767,0,2041,686,374,2052,4212,699,509,702,810,1006,1341,74,393,0,0,3035,0,1898,0,1,0,0,0,8172,0,0,0,0,0
OTU121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU123,236,13,0,7,0,561,0,0,8,221,0,190,218,0,522,9,11,51,7,7,79,25,0,0,0,0,109,0,163,0,0,1,0,15,97,104,39,24,0,4,39,1,0,0,464,6,48,310,1,1,103,0,4,0,117,9,0,11,324,262,0,118,16,2,1,393,47,4,18,49,629,134,24,41,122,51,226,5,0,75,27,0,0,1,3,450,6,9,0,147,0,610,64,129,20,0,0,1,279,146,0,13,0,27,0,0,0,36,1,6,124,4,0,30,0,0,0,0,0,30,0,124,0,1,323,0,0,0,0,1710,86,0,0,398
OTU124,41,57,0,1362,0,175,1906,558,21,20,0,30,62,0,261,20,330,18,154,51,5,2,0,0,27,1,29,719,6,0,0,1,0,3,12,478,59,4,385,629,132,0,0,1,353,52,2547,556,18,0,376,0,2724,0,172,18,0,20,752,48,152,115,54,3,0,62,905,0,6,125,79,97,68,3,725,128,42,122,0,248,321,0,0,2391,1730,153,1491,29,0,37,1,162,183,424,166,0,0,311,162,15,1,63,0,22,2314,0,2,89,0,1,668,3,0,3,0,0,0,0,0,0,45,1442,0,1244,868,1912,55,0,0,248,529,0,0,137
OTU125,308,82,0,1272,0,0,0,0,667,0,128,0,0,0,72,29,0,10,1030,0,0,292,0,21,0,0,1688,0,0,114,0,0,29,223,0,28,0,0,5369,0,0,2221,0,0,295,96,104,42,119,0,0,2732,0,0,81,0,0,0,6394,1613,0,682,0,3723,0,0,739,0,0,482,0,0,0,0,0,0,865,0,0,0,685,467,0,0,0,0,0,0,500,0,0,0,52,0,55,0,0,0,0,0,1421,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU126,2936,406,0,2545,5634,8680,6950,7333,828,9147,11426,7290,11317,0,11270,551,3902,4655,869,631,614,67,10087,76,2264,15496,2360,13644,2762,87,0,1243,0,43,2726,6194,742,642,7598,8706,1249,490,9,2499,13737,1930,12394,3953,137,357,6980,0,15063,0,2284,1124,570,177,8741,6409,1655,2791,3221,1086,725,3790,12724,14219,415,1161,6764,571,498,4608,10610,1120,1468,1358,0,2479,921,0,0,23630,20302,4337,11948,89,0,3024,12,17467,1935,2821,14160,0,2,3247,21676,3235,4644,368,0,3125,6395,0,239,782,64,6,7412,80,14000,709,0,5929,2701,0,20245,19417,53,7448,12224,20661,15893,35532,25297,27746,0,23293,15134,10749,14090,15127
OTU127,8194,1634,0,2324,1838,0,0,0,2576,0,0,1,0,0,90,57,205,0,5557,378,2012,346,0,5,0,0,5354,1676,0,173,273,0,21,254,2264,139,332,0,9004,0,828,5423,0,5692,108,493,353,302,661,0,0,1869,1,14385,1169,0,0,22,0,4752,341,4960,176,15116,162,0,380,25,0,2000,0,0,88,0,50,147,7345,0,134,0,31164,30585,0,0,0,0,0,0,481,0,0,3,275,0,0,0,0,0,0,0,959,0,11320,0,0,0,0,0,0,0,953,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0
OTU128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14,0,0,0,0,732,0,0,0,2,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4435,0,552,15,0,10,0,0,24,449,156,0,0,0,1626,0,0,0,49,3,3,0,0,0,0,0,0,0,0,478,0,0,0,106,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU15,6451,1189,0,8677,0,98,12428,13943,1175,0,0,1320,0,126,154,301,7036,2095,2419,2010,893,299,0,22,1289,0,0,543,9849,18697,0,0,4712,1076,23659,16740,246,0,0,2409,27730,5443,25112,9872,7441,26667,1730,2483,197,0,4120,20158,4765,2815,103,1467,7416,1308,9423,1148,2929,16739,1838,3080,2779,1781,1437,0,0,22313,0,3,243,5292,2144,2176,5563,14233,12712,700,0,0,30756,2455,1,5809,3710,3624,585,4112,22,22631,42,106,3430,491,1,24367,1068,15825,1857,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU16,4408,9798,2718,9405,0,2398,0,2047,22369,1944,0,3432,1,1362,900,510,1153,318,4350,3626,3308,546,3594,854,1046,3179,6236,1034,1559,348,548,4390,1365,3101,4358,1359,712,6,5550,3337,916,1205,1499,6255,1001,2767,1944,4369,5372,59,161,7390,6667,7614,5,4304,1443,755,3756,8544,3151,2089,854,868,4225,10034,2497,1948,6266,4217,2487,4116,3790,1446,3020,1065,3919,8432,19335,0,90,0,0,1,0,0,0,0,0,0,0,0,1,0,33,41,2603,770,0,328,0,0,4325,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
