ID,MH112,SX28,MH116,SX38,SX138,SX29,SX31,SX30,SX100,SX88,SX83,MH117,MH118,SX12,SX98,SX101,SX34,SX7,SX16,SX103,SX79,SX93,SX35,SX54,SX104,SX74,SX78,MH108,SX6,SX62,SX75,SX69,SX49,MH113,SX52,SX59,SX86,SX96,SX32,MH133,SX42,SX56,MH114,SX73,SX8,SX45,MH125,SX50,SX47,SX10,SX55,MH110,SX27,MH119,SX97,SX94,SX60,SX3,SX61,SX36,SX91,MH126,SX23,SX43,SX44,SX137,MH111,MH106,SX89,SX2,SX58,MH121,SX80,SX95,SX64,SX66,SX4,SX63,MH132,MH127,SX85,MH128,SX41,SX39,SX37,MH122,MH107,SX13,SX77,SX65,SX90,SX76,SX102,MH131,MH120,MH130,MH115,SX53,SX40,SX67,MH124,SX1,SX33,SX99,SX57,SX9,SX92,SX5,MH109,MH129,SX82,SX142,SX68,SX84,SX87,SX17,SX81,SX46,SX135,SX48,SX139,SX71,SX141,SX70,SX136,SX19,SX26,SX24,SX14,SX18,SX25,SX20,SX51,SX22
OTU57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU66,61,3,0,0,14,48,0,1,33,19,12,1,0,0,466,109,14,228,5,8,0,11,0,19,3,3,9,1,14,0,0,67,0,0,0,93,142,57,1,5,1,33,0,0,31,16,31,78,8,26,245,0,1,0,169,25,4,1,1,34,2,13,86,51,43,56,85,10,10,1,9,26,10,29,133,62,8,18,0,200,13,0,0,0,2,0,13,0,0,101,1,0,177,99,141,0,0,1,151,0,10,25,0,406,0,0,79,126,4,0,48,8,12,44,0,6,13,0,0,33,0,0,16,9,0,1,0,1,0,0,0,0,0,0
OTU67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU69,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,9,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU7,79,55,0,138,0,21,0,0,202,7,0,0,0,30,23,52,14,23,23,36,5,53,6,63,5,61,37,138,7,7,22,62,42,96,37,17,66,1,3,3,19,15,33,2,15,54,34,153,158,1,0,64,39,24,2,55,7,12,3,61,74,15,7,21,70,85,17,17,218,25,6,296,94,11,33,44,62,524,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU75,0,4,0,0,38,0,0,1,2,4,17,0,0,8,0,24,2,2,3,17,0,6,0,38,2,19,16,1,0,0,15,33,48,42,0,4,8,19,0,15,0,1,3,0,1,2,0,5,5,22,11,11,0,0,4,15,11,0,0,2,3,7,5,4,16,2,1,0,6,2,0,27,0,0,4,14,4,10,0,9,3,10,0,0,0,1,7,9,0,6,1,0,23,2,1,12,0,0,2,1,2,3,0,8,0,5,9,18,42,5,7,53,26,4,7,25,30,0,0,0,0,0,19,0,0,0,0,17,0,0,0,0,0,0
OTU76,100,275,0,255,24,50,0,0,156,0,58,27,76,699,99,319,120,296,916,887,148,310,2,1356,897,2,154,0,90,7,90,136,440,1071,0,30,120,124,1,25,99,231,183,0,14,155,7,169,636,467,339,290,213,135,208,118,138,125,614,77,453,53,1132,177,738,8,30,78,819,150,0,164,66,34,237,3579,191,22,87,403,43,14,510,0,0,67,0,216,125,527,527,0,177,2133,224,593,0,0,1049,1,1290,2662,0,809,0,567,149,219,428,69,6,648,295,720,963,22,22,2303,0,5,8445,11,1,0,0,0,0,1,0,0,0,0,0,0
OTU77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU78,2,0,0,13,33,31,12,0,2,0,0,0,13,0,3,1,0,0,4,3,0,0,11,0,2,5,0,48,4,0,0,1,0,0,11,17,0,0,0,21,0,6,0,0,14,3,60,25,0,0,20,0,10,1,9,11,2,0,0,10,0,3,0,2,0,5,19,72,1,2,56,5,2,42,42,3,2,0,0,0,0,0,0,6,2,0,26,0,0,8,0,0,3,3,2,0,0,3,0,7,0,0,17,2,31,0,0,4,0,0,15,0,26,0,0,3,30,0,0,4,1,27,48,7,46,0,8,21,0,0,37,17,33,14
OTU79,3,0,0,0,0,1,0,0,12,0,0,0,0,0,18,19,0,8,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,4,15,8,0,0,0,0,0,0,0,0,0,4,1,3,10,0,0,0,15,0,0,0,0,2,0,1,2,4,1,4,4,1,1,0,3,5,0,0,4,4,0,0,0,16,2,0,0,0,0,0,0,0,0,1,0,0,11,3,5,0,0,0,0,0,0,0,0,41,0,0,16,4,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
OTU81,0,15,0,0,0,1775,1,0,0,0,1311,0,0,0,0,0,145,1,0,0,0,0,1226,28,0,0,0,2416,1128,0,0,0,0,0,532,0,105,365,980,0,0,0,0,0,0,0,0,551,160,51,50,0,0,0,105,1640,0,0,275,437,0,562,0,179,0,252,34,0,0,59,0,0,0,289,0,86,0,0,0,1,0,0,0,0,0,0,2093,0,0,0,0,0,0,0,732,0,0,1568,282,1455,0,0,1324,0,0,0,155,19,0,4,438,76,1,322,3,0,0,0,0,0,0,0,0,0,2922,0,2528,0,0,7159,0,0,0,0
OTU82,33,12,0,0,54,11,0,0,13,70,0,116,0,16,22,5,0,17,63,124,56,104,0,49,0,0,102,30,8,1,31,63,40,70,0,20,46,30,0,70,19,10,14,16,15,4,0,28,18,159,11,9,0,0,47,66,37,9,2,4,16,32,62,32,7,23,17,1,41,13,0,68,38,7,32,10,29,66,15,45,13,46,13,0,0,0,4,25,82,43,58,0,98,59,11,79,0,28,4,1,129,181,0,31,0,164,126,88,17,13,47,59,25,99,54,0,13,1,0,0,31,0,94,0,0,0,0,0,0,0,0,0,0,0
OTU83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,0,0,5,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU87,789,301,0,47,141,427,17,25,471,423,62,248,0,407,643,1095,246,410,247,627,3096,1630,0,346,573,14,447,83,104,171,372,432,1492,874,92,682,485,1012,2,175,566,286,1099,77,838,312,74,1453,629,631,753,313,0,776,1775,314,1082,249,31,262,178,534,609,1587,627,1768,378,28,315,868,0,1225,701,166,969,1202,483,741,251,832,798,783,195,0,18,0,663,1387,2007,1395,878,0,1556,688,534,1926,0,248,285,34,1977,731,0,700,0,1137,827,842,1647,855,573,1777,186,352,532,2,1941,1752,0,3,276,0,345,265,0,0,0,0,35,0,0,0,0,0
OTU88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,59,0,0,6,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU92,0,0,5,1,1,1,0,2,0,9,7,0,0,4,5,16,1,7,0,1,3,4,0,5,3,0,1,0,0,0,3,17,2,3,0,2,12,10,5,4,3,2,3,0,1,1,0,1,14,7,4,0,0,2,19,1,9,0,0,1,5,3,8,8,1,2,2,0,7,9,0,3,1,1,5,7,3,1,0,4,2,0,0,0,3,0,5,3,6,3,12,0,3,8,1,9,0,1,4,6,5,6,0,17,0,10,8,13,4,11,6,4,0,2,3,3,0,6,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0
OTU93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,2,0,0,0,0,0,26,0,118,0,419,4,0,0,0,0,58,2353,14,0,0,0,1017,0,0,0,67,540,0,0,0,0,0,0,0,0,0,183,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU94,1,87,0,0,0,79,0,1,170,3,512,3,0,0,0,0,93,22,0,0,201,0,5045,7,894,1,0,0,8,0,0,0,0,0,282,0,14,0,0,0,0,6,1,0,965,0,0,476,0,153,1,7,118,0,235,112,0,30,304,1562,145,99,2,0,50,803,1,52,0,47,0,155,0,110,0,0,0,0,0,0,16,0,0,1,0,0,295,0,0,0,0,1,199,0,303,0,38603,742,1510,2118,266,0,0,0,0,0,8,12,0,0,1,51,1803,0,0,0,0,0,0,900,0,0,1742,0,4,4,862,0,0,2065,3,211,1,10519
OTU95,1,1,0,0,3,1,0,0,20,0,0,0,0,0,3,65,1,4,1,2,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,1,13,7,0,0,0,3,0,0,1,1,3,38,5,6,27,0,0,0,45,7,0,0,0,6,0,3,2,6,1,5,5,3,32,2,1,10,12,2,13,10,1,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,16,19,3,0,0,0,0,0,0,6,0,39,0,0,6,37,2,5,1,19,0,4,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
OTU96,28,2,0,0,9,46,0,0,42,0,0,0,0,0,21,36,11,88,2,7,0,9,3,1,1,3,0,0,0,0,0,15,0,0,4,32,9,51,1,1,0,1,0,1,6,11,45,140,8,11,75,0,3,0,90,21,0,1,9,24,0,12,6,15,11,64,22,10,33,1,7,70,31,40,52,25,22,25,1,5,2,0,0,1,0,1,1,1,0,20,0,0,5,80,84,0,0,0,7,0,2,5,1,50,2,0,11,26,1,2,17,29,12,21,0,0,6,0,2,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0
OTU97,42,3,0,5,43,245,117,0,175,1,6,1,0,0,96,216,23,361,21,27,3,57,33,10,4,22,1,4,13,13,0,87,0,2,9,152,71,133,40,14,6,46,4,1,90,69,146,477,49,84,391,0,9,2,422,73,4,14,15,89,1,102,53,48,37,260,129,46,151,16,86,162,158,80,213,157,45,45,0,63,16,0,0,1,3,0,8,1,0,206,2,0,119,283,219,0,0,8,31,6,10,33,1,208,2,0,28,115,12,10,137,68,64,58,0,1,48,0,59,22,1,2,26,3,17,0,1,16,1,4,4,0,0,0
OTU98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
